date,actual,fitted,residual
2013-03-10,0.0625429165948205,0.0625428730215381,4.3573282398901014e-08
2013-03-11,0.0625429365483882,0.0625429168493031,1.9699085099245117e-08
2013-03-12,0.0625428751775503,0.062542933092773,-5.7915222700932745e-08
2013-03-13,0.0625428138067123,0.0625428848414844,-7.103477210612663e-08
2013-03-14,0.0625252266930069,0.0625428275530153,-1.760086000839045e-05
2013-03-15,0.0625312067314406,0.062528328298476,2.878432964592559e-06
2013-03-16,0.0625312227429737,0.0625311241176525,9.862532118765088e-08
2013-03-17,0.0625311325502704,0.0625311359610222,-3.410751792110034e-09
2013-03-18,0.0625312375961504,0.0625311307614406,1.0683470980099585e-07
2013-03-19,0.0625312660359483,0.0625312188503606,4.718558770100412e-08
2013-03-20,0.0625312944757462,0.0625312551377031,3.933804308686728e-08
2013-03-21,0.0625313071440604,0.0625312863977473,2.0746313098007896e-08
2013-03-22,0.0625312862506182,0.0625313025296962,-1.6279078002279235e-08
2013-03-23,0.0625313305164756,0.0625312886056089,4.191086669380617e-08
2013-03-24,0.0625315055453927,0.0625313235154248,1.8202996790450676e-07
2013-03-25,0.0625316805743098,0.0625314724626869,2.0811162290690355e-07
2013-03-26,0.0625319240174998,0.0625316395193561,2.8449814369613247e-07
2013-03-27,0.0625317968953841,0.062531868879747,-7.198436290101196e-08
2013-03-28,0.0625317182739946,0.0625318027013293,-8.442733469282704e-08
2013-03-29,0.0625317374159715,0.0625317348664917,2.549479793945153e-09
2013-03-30,0.0625317565579483,0.062531738989723,1.7568225305075735e-08
2013-03-31,0.0625317531828956,0.0625317533894645,-2.0656890087344948e-10
2013-04-01,0.0625317400171312,0.0625317527828815,-1.2765750304066792e-08
2013-04-02,0.0625317624037141,0.0625317422576717,2.0146042389868057e-08
2013-04-03,0.0625317644904552,0.0625317591504583,5.339996889119902e-09
2013-04-04,0.0625317710957878,0.0625317630513841,8.044403698725944e-09
2013-04-05,0.0625317777011204,0.0625317695373712,8.163749190548408e-09
2013-04-06,0.0625318017693584,0.0625317760564678,2.5712890594498106e-08
2013-04-07,0.0625318070852055,0.0625317970309565,1.0054249002799942e-08
2013-04-08,0.0625318532990053,0.0625318046815429,4.861746240314435e-08
2013-04-09,0.0625318504423704,0.0625318444808794,5.961491009176534e-09
2013-04-10,0.0625318475857354,0.0625318482072241,-6.214886938415987e-10
2013-04-11,0.062531896104743,0.0625318475384639,4.856627909555211e-08
2013-04-12,0.0625318918136563,0.0625318875529468,4.26070950743096e-09
2013-04-13,0.0625318875225697,0.0625318898792154,-2.356645698031734e-09
2013-04-14,0.0625317935974646,0.0625318878218328,-9.422436821060476e-08
2013-04-15,0.0625315309575154,0.0625318102365699,-2.79279054493653e-07
2013-04-16,0.0625313590709712,0.0625315824046602,-2.2333368900062656e-07
2013-04-17,0.0625313982001544,0.0625314051268328,-6.926678411400822e-09
2013-04-18,0.0625314701270763,0.0625314047925931,6.533448319856472e-08
2013-04-19,0.0625315420539982,0.0625314587748118,8.327918640804732e-08
2013-04-20,0.06253153679999,0.0625315257988667,1.1001123303988614e-08
2013-04-21,0.0625315752330202,0.0625315328421253,4.23908949054308e-08
2013-04-22,0.0625315925427609,0.0625315674892335,2.505352740544975e-08
2013-04-23,0.0625316098525016,0.0625315870956536,2.2756848003235852e-08
2013-04-24,0.0625316271622423,0.0625316052278715,2.1934370791898417e-08
2013-04-25,0.062531615863486,0.0625316227378115,-6.874325497729927e-09
2013-04-26,0.0625316045647298,0.0625316165328123,-1.19680825111379e-08
2013-04-27,0.0625316413225249,0.0625316068257967,3.4496728196220516e-08
2013-04-28,0.0625316588727207,0.0625316355227619,2.3349958799823156e-08
2013-04-29,0.0625316406852734,0.0625316539158595,-1.3230586098922359e-08
2013-04-30,0.0625316650081212,0.0625316424399137,2.25682074972422e-08
2013-05-01,0.062531667422514,0.0625316613396533,6.0828607012508584e-09
2013-05-02,0.0625316698369067,0.062531665794389,4.042517695590497e-09
2013-05-03,0.0625316909829067,0.0625316689655974,2.201730929518586e-08
2013-05-04,0.0625317121289068,0.0625316869949571,2.5133949699274183e-08
2013-05-05,0.0625317332749068,0.0625317071586246,2.611628219240103e-08
2013-05-06,0.0625317455546371,0.0625317280564295,1.7498207605104454e-08
2013-05-07,0.0625317578343674,0.0625317418303032,1.600406419888234e-08
2013-05-08,0.0625317566246676,0.0625317545809495,2.0437180975330094e-09
2013-05-09,0.0625317870828378,0.0625317558660296,3.121680819395678e-08
2013-05-10,0.0625318221288975,0.0625317815226466,4.060625090340775e-08
2013-05-11,0.062531816479506,0.0625318142115618,2.2679441935569145e-09
2013-05-12,0.0625318108301146,0.0625318150880986,-4.25798400705002e-09
2013-05-13,0.062531849088368,0.0625318115124388,3.7575929187627644e-08
2013-05-14,0.0625318428474918,0.0625318425600022,2.87489601569213e-10
2013-05-15,0.062531842756942,0.0625318418779028,8.79039202539289e-10
2013-05-16,0.0625316734738395,0.0625318425822022,-1.6910836268813068e-07
2013-05-17,0.0625315445170163,0.0625317032240325,-1.587070161956916e-07
2013-05-18,0.0625314155601931,0.0625315765339687,-1.6097377560087e-07
2013-05-19,0.0625314846048879,0.0625314477258381,3.687904980009815e-08
2013-05-20,0.0625316131721193,0.0625314819784047,1.3119371460035278e-07
2013-05-21,0.0625316141680166,0.0625315891640203,2.500399630400718e-08
2013-05-22,0.0625316151639139,0.0625316065885305,8.575383389497482e-09
2013-05-23,0.0625316423343832,0.0625316130381658,2.9296217396446167e-08
2013-05-24,0.0625316582784407,0.0625316369552446,2.132319611158895e-08
