"date","actual","fitted","residual"
2013-03-10,0.0625429165948205,0.0624803737104909,6.25428843295736e-05
2013-03-11,0.0625429365483882,0.0625429064618969,3.00864912705645e-08
2013-03-12,0.0625428751775503,0.0625429295034572,5.4325906953534e-08
2013-03-13,0.0625428138067123,0.0625428833760155,6.95693032348732e-08
2013-03-14,0.0625252266930069,0.0625428269307086,1.76002377017259e-05
2013-03-15,0.0625312067314406,0.0625283148897042,2.89184173636603e-06
2013-03-16,0.0625312227429737,0.0625312573824253,3.46394516403947e-08
2013-03-17,0.0625311325502704,0.0625312379637153,1.05413444861924e-07
2013-03-18,0.0625312375961504,0.0625311537820974,8.38140530312614e-08
2013-03-19,0.0625312660359483,0.06253122673454,3.93014083499565e-08
2013-03-20,0.0625312944757462,0.0625312571833661,3.72923800451286e-08
2013-03-21,0.0625313071440604,0.0625312863382374,2.08058230088959e-08
2013-03-22,0.0625312862506182,0.062531302026426,1.57758077573567e-08
2013-03-23,0.0625313305164756,0.0625312880925369,4.24239386676017e-08
2013-03-24,0.0625315055453927,0.0625313234105324,1.8213486029095e-07
2013-03-25,0.0625316805743098,0.0625314723267553,2.08247554492336e-07
2013-03-26,0.0625319240174998,0.0625316380613823,2.8595611749338e-07
2013-03-27,0.0625317968953841,0.0625318662007564,6.93053723160864e-08
2013-03-28,0.0625317182739946,0.0625317986061552,8.03321606179797e-08
2013-03-29,0.0625317374159715,0.0625317326683159,4.7476555464776e-09
2013-03-30,0.0625317565579483,0.0625317391830039,1.73749443999061e-08
2013-03-31,0.0625317531828956,0.0625317538305504,6.47654790908447e-10
2013-04-01,0.0625317400171312,0.0625317528039118,1.27867806065662e-08
2013-04-02,0.0625317624037141,0.0625317421907133,2.0213000800906e-08
2013-04-03,0.0625317644904552,0.0625317592521129,5.23834224608333e-09
2013-04-04,0.0625317710957878,0.0625317630028186,8.09296923920400e-09
2013-04-05,0.0625317777011204,0.06253176940812,8.29300036975233e-09
2013-04-06,0.0625318017693584,0.0625317759422556,2.58271028313883e-08
2013-04-07,0.0625318070852055,0.0625317969232216,1.01619838793754e-08
2013-04-08,0.0625318532990053,0.0625318044282442,4.88707611046024e-08
2013-04-09,0.0625318504423704,0.0625318442502254,6.19214496344611e-09
2013-04-10,0.0625318475857354,0.0625318477225184,1.3678301546971e-10
2013-04-11,0.062531896104743,0.0625318471185385,4.89862044678047e-08
2013-04-12,0.0625318918136563,0.0625318874311727,4.38248363987537e-09
2013-04-13,0.0625318875225697,0.0625318894788683,1.95629856758472e-09
2013-04-14,0.0625317935974646,0.0625318874439441,9.38464795180449e-08
2013-04-15,0.0625315309575154,0.0625318100382263,2.79080710888224e-07
2013-04-16,0.0625313590709712,0.0625315828603371,2.23789365927374e-07
2013-04-17,0.0625313982001544,0.0625314076831787,9.48302428249725e-09
2013-04-18,0.0625314701270763,0.0625314086418181,6.14852582181413e-08
2013-04-19,0.0625315420539982,0.0625314612319728,8.0822025433358e-08
2013-04-20,0.06253153679999,0.06253152627636,1.05236300507183e-08
2013-04-21,0.0625315752330202,0.0625315321054892,4.31275310464052e-08
2013-04-22,0.0625315925427609,0.0625315668232924,2.57194685410189e-08
2013-04-23,0.0625316098525016,0.0625315865144118,2.33380897662894e-08
2013-04-24,0.0625316271622423,0.0625316046717566,2.24904857237807e-08
2013-04-25,0.062531615863486,0.0625316222831849,6.41969889747518e-09
2013-04-26,0.0625316045647298,0.0625316161079975,1.15432677444405e-08
2013-04-27,0.0625316413225249,0.0625316066328729,3.4689651956521e-08
2013-04-28,0.0625316588727207,0.0625316356135589,2.32591617910227e-08
2013-04-29,0.0625316406852734,0.0625316537634925,1.30782190910228e-08
2013-04-30,0.0625316650081212,0.0625316420557173,2.29524038525275e-08
2013-05-01,0.062531667422514,0.0625316612311561,6.19135785695502e-09
2013-05-02,0.0625316698369067,0.0625316656548414,4.1820653051694e-09
2013-05-03,0.0625316909829067,0.0625316687844015,2.21985052006879e-08
2013-05-04,0.0625317121289068,0.0625316869005672,2.52283395563158e-08
2013-05-05,0.0625317332749068,0.0625317069681584,2.63067483630142e-08
2013-05-06,0.0625317455546371,0.0625317277303205,1.78243166337744e-08
2013-05-07,0.0625317578343674,0.0625317414280354,1.64063319874064e-08
2013-05-08,0.0625317566246676,0.0625317542124689,2.41219867691544e-09
2013-05-09,0.0625317870828378,0.0625317555476332,3.15352046420525e-08
2013-05-10,0.0625318221288975,0.0625317813589797,4.07699178167631e-08
2013-05-11,0.062531816479506,0.0625318139466591,2.53284698770173e-09
2013-05-12,0.0625318108301146,0.0625318145577617,3.72764710765416e-09
2013-05-13,0.062531849088368,0.0625318111366676,3.79517003518126e-08
2013-05-14,0.0625318428474918,0.0625318424893103,3.58181539983349e-10
2013-05-15,0.062531842756942,0.0625318415929593,1.16398268801277e-09
2013-05-16,0.0625316734738395,0.0625318423262932,1.68852453727442e-07
2013-05-17,0.0625315445170163,0.0625317030025119,1.58485495560523e-07
2013-05-18,0.0625314155601931,0.0625315776383335,1.62078140422683e-07
2013-05-19,0.0625314846048879,0.0625314499602402,3.46446476645612e-08
2013-05-20,0.0625316131721193,0.062531484742658,1.28429461329627e-07
2013-05-21,0.0625316141680166,0.0625315906782884,2.34897282458402e-08
2013-05-22,0.0625316151639139,0.0625316059871685,9.17674534972601e-09
2013-05-23,0.0625316423343832,0.0625316120774852,3.02568979732021e-08
2013-05-24,0.0625316582784407,0.0625316364717841,2.18066565776942e-08
2013-05-25,0.0625316851536342,0.0625316533961488,3.17574854191705e-08
