model,window_days,threshold,precision,recall
arima,1,1.781888900320716e-09,0.017984390906006106,0.9814814814814815
arima,1,1.7857206963123316e-09,0.01799049558723693,0.9814814814814815
arima,1,1.78880679713167e-09,0.01799660441426146,0.9814814814814815
arima,1,1.7894321024947144e-09,0.018002717391304348,0.9814814814814815
arima,1,1.794675200117446e-09,0.018008834522595992,0.9814814814814815
arima,1,1.801224294717407e-09,0.018014955812372536,0.9814814814814815
arima,1,1.802953397689322e-09,0.018021081264875893,0.9814814814814815
arima,1,1.807466898373633e-09,0.01802721088435374,0.9814814814814815
arima,1,1.80849379916026e-09,0.018033344675059543,0.9814814814814815
arima,1,1.809344798986423e-09,0.018039482641252554,0.9814814814814815
arima,1,1.8136225993226063e-09,0.01804562478719782,0.9814814814814815
arima,1,1.815676789473919e-09,0.018051771117166212,0.9814814814814815
arima,1,1.8250217032056422e-09,0.01805792163543441,0.9814814814814815
arima,1,1.831916104921838e-09,0.018064076346284937,0.9814814814814815
arima,1,1.8372511012554327e-09,0.018070235254006136,0.9814814814814815
arima,1,1.845138403178126e-09,0.018076398362892224,0.9814814814814815
arima,1,1.846501895830244e-09,0.018082565677243263,0.9814814814814815
arima,1,1.8466961015928263e-09,0.01808873720136519,0.9814814814814815
arima,1,1.8477278040940346e-09,0.01809491293956982,0.9814814814814815
arima,1,1.850211109322153e-09,0.018101092896174863,0.9814814814814815
arima,1,1.8520684014200482e-09,0.018107277075503928,0.9814814814814815
arima,1,1.8546293945043142e-09,0.018113465481886533,0.9814814814814815
arima,1,1.8603072970968526e-09,0.01811965811965812,0.9814814814814815
arima,1,1.8630245957051983e-09,0.018125854993160054,0.9814814814814815
arima,1,1.8666186929472413e-09,0.018132056106739652,0.9814814814814815
arima,1,1.869901899986814e-09,0.01813826146475017,0.9814814814814815
arima,1,1.8707721066713034e-09,0.01814447107155084,0.9814814814814815
arima,1,1.872432903171628e-09,0.018150684931506848,0.9814814814814815
arima,1,1.877539609895784e-09,0.01815690304898938,0.9814814814814815
arima,1,1.885189088168815e-09,0.0181631254283756,0.9814814814814815
arima,1,1.8875643964522126e-09,0.01816935207404868,0.9814814814814815
arima,1,1.8905545046132843e-09,0.018175582990397805,0.9814814814814815
arima,1,1.891663298225765e-09,0.01818181818181818,0.9814814814814815
arima,1,1.8916637978261264e-09,0.01818805765271105,0.9814814814814815
arima,1,1.893345105696831e-09,0.018194301407483692,0.9814814814814815
arima,1,1.8945550961380064e-09,0.018200549450549452,0.9814814814814815
arima,1,1.896033496873173e-09,0.018206801786327723,0.9814814814814815
arima,1,1.896801299361428e-09,0.018213058419243987,0.9814814814814815
arima,1,1.90208940265002e-09,0.018219319353729804,0.9814814814814815
arima,1,1.9066589973526504e-09,0.018225584594222834,0.9814814814814815
arima,1,1.908587995980149e-09,0.01823185414516684,0.9814814814814815
