day_time,actual,pred,residual
2016-03-12,14.540120706277067,14.622406,-0.08228529958230801
2016-03-13,3.865966376397013,3.8405368,0.025429543587564662
2016-03-14,2.4911762690996224,2.3766618,0.11451449160328453
2016-03-15,9.782291041020978,9.173127,0.6091638666435362
2016-03-16,9.698154512184194,11.2826805,-1.584525999290415
2016-03-17,17.20256638861814,18.749037,-1.5464704003222884
2016-03-18,4.644499603249248,4.422644,0.22185546491306596
2016-03-19,1.5078618024490344,1.3212774,0.18658442245941043
2016-03-20,-0.0036090062114088896,0.104451984,-0.10806099037850789
2016-03-21,0.8850005453849665,1.0711522,-0.18615166485062917
2016-03-22,-1.6743500684409962,-1.518808,-0.1555420612007008
2016-03-23,-3.698400040549411,-3.2367241,-0.46167590228952315
2016-03-24,-7.067391534840536,-6.609155,-0.4582363567704677
2016-03-25,-6.494939369736966,-6.1937375,-0.3012018628705109
2016-03-26,-8.003976109089828,-9.749032,1.7450559114790192
2016-03-27,-6.396747083466542,-6.281457,-0.11529013613988148
2016-03-28,-5.448200718287695,-4.457817,-0.9903836406509763
2016-03-29,-4.442157962866805,-4.4639177,0.021759769371964666
2016-03-30,-4.255336764371468,-4.4639177,0.2085809678673014
2016-03-31,-2.596570614240561,-2.067659,-0.5289117130259613
2016-04-01,-1.1917353348078816,-1.1109178,-0.08081752818251542
2016-04-02,0.4933663004096042,0.44881356,0.044552742784787325
2016-04-03,2.3940733320060805,2.1927366,0.2013367063346938
2016-04-04,1.2790806045863854,1.2373481,0.04173252490498891
2016-04-05,0.5856042530810165,0.53321785,0.05238640573375697
2016-04-06,-0.05513346601778016,-0.06980772,0.014674257146778252
2016-04-07,0.35327729947834186,0.38173318,-0.02845587961406537
2016-04-08,1.5174254070108235,1.4338295,0.08359586103609207
2016-04-09,0.20954981820484947,0.23065476,-0.02110494299033333
2016-04-10,0.022711878750122184,0.049634036,-0.026922156926595574
2016-04-11,0.4658706474373586,0.44881356,0.017057089812541726
2016-04-12,0.6203369303631591,0.6444538,-0.0241168932032777
2016-04-13,0.4682479481174092,0.47120658,-0.0029586275146861185
2016-04-14,0.47663901907874195,0.45077282,0.025866197175513195
2016-04-15,3.95224611092778,3.6415062,0.3107399158594206
2016-04-16,4.040844102018701,3.937288,0.10355605613552221
2016-04-17,4.5187805808264905,4.2844067,0.2343739188391858
2016-04-18,3.48039514089283,3.1793394,0.30105573201831826
2016-04-19,3.5379210714535363,3.3760867,0.16183435956999137
2016-04-20,5.158103516540141,5.060819,0.097284367522807
2016-04-21,-2.5343777104581107,-2.007317,-0.5270606442654837
2016-04-22,-7.030368062105723,-6.739259,-0.291109295931407
2016-04-23,-12.146712680766464,-11.295165,-0.8515476188157809
2016-04-24,-15.251037337372571,-17.01664,1.7656023721000853
2016-04-25,-16.158893530630216,-14.510556,-1.6483373096219154
2016-04-26,-14.356405166865116,-15.2624,0.905994506596798
2016-04-27,-15.618726058077975,-15.249438,-0.36928777225033826
2016-04-28,-35.26530836277469,-33.225475,-2.0398330514953926
2016-04-29,-1.7353208411058092,-1.6614525,-0.073868309291234
2016-04-30,10.48178237929452,9.705573,0.7762092973243053
2016-05-01,3.180899811035936,3.2884276,-0.10752778028791665
2016-05-02,-3.6912482045570685,-3.4329257,-0.25832250341571106
2016-05-03,-14.290515498639556,-13.607221,-0.6832948489203172
2016-05-04,10.07938683564753,9.610738,0.4686490350493848
2016-05-05,9.42434554726932,9.534255,-0.10990948050167582
2016-05-06,-3.834942530286311,-3.5802581,-0.2546843992590895
2016-05-07,-0.06586174380318281,0.0038073915,-0.06966913530887124
2016-05-08,7.926209411454803,7.485213,0.44099660856783984
2016-05-09,-1.9388656372362403,-1.9739121,0.0350464826291772
2016-05-10,-4.0408438737847625,-4.6757207,0.6348768178961457
2016-05-11,4.534308949278282,4.6412883,-0.10697933120877856
2016-05-12,3.489930426187527,3.2225404,0.26739004761697016
2016-05-13,7.967980873612518,6.9549904,1.0129904866496275
2016-05-14,-13.346646374927346,-10.777501,-2.569145268665139
2016-05-15,-0.26236453011248945,-0.1981672,-0.06419732525561689
2016-05-16,-1.2911071272255839,-1.1476032,-0.14350397304314977
2016-05-17,5.37385764841219,5.248737,0.1251207900442699
2016-05-18,0.04773181885036466,0.16657892,-0.11884709984508517
2016-05-19,4.330699583484303,3.927909,0.4027906860844004
2016-05-20,7.899588453640257,7.3239746,0.5756138442652574
2016-05-21,1.9006894667125676,1.8735492,0.027140243766400562
2016-05-22,-19.180430792574608,-23.762405,4.5819746029332045
2016-05-23,13.754969185910578,11.954249,1.8007198038915355
2016-05-24,14.46645040614683,12.865039,1.6014115343816933
2016-05-25,-5.576234646796388,-4.897701,-0.6785338602058122
2016-05-26,-12.482974564978253,-11.2189,-1.2640748381105773
2016-05-27,9.401546012992767,9.758116,-0.3565697554398497
2016-05-28,7.811184984052801,7.277467,0.5337182100659845
2016-05-29,-5.91891928281326,-6.5752134,0.656294149498752
2016-05-30,-10.75982664945385,-10.513626,-0.24620055082103676
2016-05-31,9.96681963645085,9.336067,0.6307524367438191
2016-06-01,10.781297643103604,11.673192,-0.8918943811273525
2016-06-02,-14.965922213186968,-14.14834,-0.817581987967241
2016-06-03,-28.52106889081157,-29.476807,0.9557377498134301
2016-06-04,-30.606059766609263,-31.188097,0.582037233512807
2016-06-05,-7.764439989411794,-6.313222,-1.4512180579542742
2016-06-06,-7.909228365937053,-9.390941,1.4817123002616777
2016-06-07,-1.1030055089470503,-1.0647837,-0.03822181658712598
2016-06-08,15.685669258728446,16.502539,-0.8168694223018278
