day_time,actual,pred,residual
2011-02-02,0.5939088422765304,0.5949708,-0.0010619800577591487
2011-02-03,0.5762499916928536,0.5790312,-0.0027812373263114143
2011-02-06,0.5323811864565542,0.53612465,-0.003743460207111582
2011-02-07,0.5097245062074253,0.5093359,0.0003886306962558317
2011-02-08,0.5029504143258334,0.5006957,0.0022547089120150687
2011-02-09,0.47840548957832923,0.4782998,0.00010569299706092439
2011-02-10,0.4573035401787575,0.45814013,-0.00083659463264385
2011-02-11,0.43631251964346135,0.4311632,0.0051493278481122284
2011-02-12,0.4121008509174349,0.4069018,0.00519904432449364
2011-02-13,0.3964411159071229,0.39403576,0.0024053593191407097
2011-02-14,0.3695636678402993,0.3661388,0.003424881762799925
2011-02-15,0.3433527297783941,0.34422162,-0.0008688919733911837
2011-02-16,0.32080680910396486,0.32382542,-0.0030186098451623344
2011-02-17,0.3109222033771399,0.31342253,-0.0025003275123712254
2011-02-18,0.2859329242003798,0.28850502,-0.0025720935570359704
2011-02-19,0.247060773273794,0.24373877,0.0033220027888696824
2011-02-20,0.20407873705990628,0.20824523,-0.00416649564139529
2011-02-21,0.10856113401273577,0.10902448,-0.00046334597250134724
2011-02-22,0.08179458375385622,0.08317455,-0.0013799652893223407
2011-02-23,0.05291811837665181,0.05187072,0.0010473997782860234
2011-02-25,0.020154458147832965,0.022543222,-0.002388763564279462
2011-02-26,-0.019272913957413047,-0.020655435,0.001382520621244103
2011-02-27,-0.04304027814966348,-0.03937347,-0.003666809541999369
2011-02-28,-0.06525277962494276,-0.06557581,0.00032302866172410905
2011-03-01,-0.08746508940548466,-0.08565755,-0.0018075375208334715
2011-03-02,-0.10945554578968467,-0.10783689,-0.0016186585492748151
2011-03-04,-0.15743462071184317,-0.15777093,0.0003363110088904775
2011-03-05,-0.1836455195696839,-0.18259293,-0.0010525911601074744
2011-03-07,-0.15732065098999165,-0.1561385,-0.0011821563792052125
2011-03-08,-0.18997277138276097,-0.19004329,7.051410632136212e-05
2011-03-09,-0.2142956948249701,-0.21670175,0.0024060511619683755
2011-03-10,-0.6410193482751478,-0.6426534,0.0016340573912034806
2011-03-11,-0.2584988079705234,-0.2582835,-0.00021531206750824428
2011-03-12,-0.2835989600063834,-0.28367275,7.378998980189788e-05
2011-03-13,-0.30647798930560666,-0.3088586,0.002380613933452791
2011-03-14,-0.32924589906814766,-0.32933107,8.517111655997889e-05
2011-03-15,-0.35068118696898454,-0.35214856,0.001467375700769491
2011-03-16,-0.38733203339824773,-0.38969707,0.002365041491888986
2011-03-17,-0.42709333206572614,-0.42353618,-0.0035571506158360022
2011-03-18,-0.4573027102758544,-0.4596048,0.002302089471612645
2011-03-19,-0.4897335480198687,-0.48648655,-0.0032469938740556925
2011-03-20,-0.5164998034875887,-0.5169889,0.0004890699941617616
2011-03-21,-0.5409336736130991,-0.5406344,-0.0002992799210824737
2011-03-22,-0.5688107082331807,-0.56818676,-0.0006239482844502264
2011-03-23,-0.6002418769419414,-0.6028683,0.0026264416157978365
2011-03-24,-0.9207843387712065,-0.92101896,0.0002346193205293723
2011-03-25,-0.6666578927668583,-0.6692058,0.002547892030810184
2011-03-26,-0.6865381547708438,-0.6865053,-3.2837082855508015e-05
2011-03-27,-0.7076400662381922,-0.703202,-0.0044380570371423955
2011-03-28,-0.7325181530697754,-0.728095,-0.0044231580479553445
2011-03-29,1.0746761036827917,1.0806199,-0.0059438275382166506
2011-03-30,1.053352165451243,1.0538992,-0.0005470035169576892
2011-03-31,1.053352522107763,1.0571024,-0.003749919679956637
2011-04-01,1.012703375289289,1.0047696,0.007933811614362352
2011-04-02,1.000154036255882,1.0037153,-0.0035612404622575866
2011-04-03,0.9768308269087599,0.97568303,0.0011477934424207747
2011-04-04,0.9487316896644475,0.9436119,0.005119769784534212
2011-04-05,0.9325165954983656,0.9324227,9.389795426772984e-05
2011-04-06,0.911637149165329,0.91185886,-0.00022170751268002498
2011-04-07,0.890424141069897,0.894862,-0.004437855103961663
2011-04-08,0.8703217649862774,0.87149405,-0.0011722898080340771
2011-04-09,0.8401125413004432,0.8422322,-0.002119686024996237
2011-04-10,0.8130129208546382,0.81045496,0.002557956216881818
2011-04-11,0.787135103893053,0.7843737,0.002761403274309071
2011-04-12,0.7629234160739515,0.76069564,0.0022277798015211125
2011-04-13,0.7323811517339636,0.73345,-0.0010688437837671483
2011-04-14,0.7069475619137319,0.7108173,-0.003869715517756167
2011-04-15,0.5614501762797376,0.5616863,-0.00023610110978877774
2011-04-16,0.5446796010178993,0.54532444,-0.0006448437529137374
2011-04-17,0.512471374786966,0.5095318,0.002939578808419885
2011-04-18,0.48937038313037756,0.48895195,0.000418431865042479
2011-04-19,0.47082298126843497,0.469496,0.0013269695344261812
2011-04-20,0.4387259891326336,0.43774027,0.0009857228095440096
2011-04-21,0.41606943489735776,0.41508836,0.0009810793561285114
2011-04-22,0.4154030781426842,0.41537282,3.025943426437916e-05
2011-04-23,0.3827513851746844,0.38300046,-0.00024907807261481674
2011-04-24,0.3664255678403582,0.3661388,0.00028678176285878987
2011-04-25,0.34909987424897937,0.35174313,-0.002643257627012452
2011-04-26,0.33355185625589095,0.32436416,0.00918770072496139
2011-04-27,0.31589328137250683,0.31348497,0.002408314617593499
2011-04-28,0.2922371293802881,0.28850502,0.003732111622872347
2011-04-29,0.2740229496814665,0.27217025,0.00185270403403609
2011-04-30,0.25403167938937,0.25408176,-5.0076487171146766e-05
2011-05-01,0.22326694914887413,0.21939316,0.003873785229425275
2011-05-02,0.25303490356108205,0.25357023,-0.000535325253996688
