model,window_days,threshold,precision,recall
arima,1,1.4186869005949896e-09,0.018018018018018018,0.9090909090909091
arima,1,1.444730100309821e-09,0.018034265103697024,0.9090909090909091
arima,1,1.450267999442145e-09,0.018050541516245487,0.9090909090909091
arima,1,1.5079747008386881e-09,0.018066847335140017,0.9090909090909091
arima,1,1.5131640992288584e-09,0.018083182640144666,0.9090909090909091
arima,1,1.514209599720595e-09,0.01809954751131222,0.9090909090909091
arima,1,1.5340700992502732e-09,0.018115942028985508,0.9090909090909091
arima,1,1.5456956999060354e-09,0.01813236627379873,0.9090909090909091
arima,1,1.5472111994374591e-09,0.018148820326678767,0.9090909090909091
arima,1,1.5878756001036496e-09,0.018165304268846504,0.9090909090909091
arima,1,1.598194900205574e-09,0.01818181818181818,0.9090909090909091
arima,1,1.6204869000488451e-09,0.018198362147406732,0.9090909090909091
arima,1,1.651241299943651e-09,0.018214936247723135,0.9090909090909091
arima,1,1.6902359000273146e-09,0.018231540565177756,0.9090909090909091
arima,1,1.7035807001186674e-09,0.01824817518248175,0.9090909090909091
arima,1,1.7542175004270355e-09,0.0182648401826484,0.9090909090909091
arima,1,1.767746600142561e-09,0.018281535648994516,0.9090909090909091
arima,1,1.777943499890744e-09,0.018298261665141813,0.9090909090909091
arima,1,1.855141699980134e-09,0.018315018315018316,0.9090909090909091
arima,1,1.9161106000475936e-09,0.01833180568285976,0.9090909090909091
arima,1,1.925214199866021e-09,0.01834862385321101,0.9090909090909091
arima,1,1.951892000459643e-09,0.018365472910927456,0.9090909090909091
arima,1,1.9557555002575056e-09,0.01838235294117647,0.9090909090909091
arima,1,1.969309200086644e-09,0.01839926402943882,0.9090909090909091
arima,1,1.977997400419429e-09,0.01841620626151013,0.9090909090909091
arima,1,1.9808378999564e-09,0.018433179723502304,0.9090909090909091
arima,1,1.980924599701006e-09,0.01845018450184502,0.9090909090909091
arima,1,1.9904812000037797e-09,0.018467220683287166,0.9090909090909091
arima,1,2.02959199967212e-09,0.018484288354898338,0.9090909090909091
arima,1,2.0435391998377406e-09,0.018501387604070305,0.9090909090909091
arima,1,2.044412099680426e-09,0.018518518518518517,0.9090909090909091
arima,1,2.0575497998095993e-09,0.018535681186283594,0.9090909090909091
arima,1,2.0804961000514544e-09,0.01855287569573284,0.9090909090909091
arima,1,2.083582999710953e-09,0.018570102135561744,0.9090909090909091
arima,1,2.1102562006852787e-09,0.01858736059479554,0.9090909090909091
arima,1,2.1555276999082884e-09,0.018604651162790697,0.9090909090909091
arima,1,2.177534000336045e-09,0.0186219739292365,0.9090909090909091
arima,1,2.194119700163477e-09,0.01863932898415657,0.9090909090909091
arima,1,2.2192959995767647e-09,0.018656716417910446,0.9090909090909091
arima,1,2.2220633007219437e-09,0.018674136321195144,0.9090909090909091
arima,1,2.279480699682312e-09,0.018691588785046728,0.9090909090909091
arima,1,2.353845300097357e-09,0.018709073900841908,0.9090909090909091
arima,1,2.400182400053019e-09,0.018726591760299626,0.9090909090909091
arima,1,2.4135110004291915e-09,0.01874414245548266,0.9090909090909091
arima,1,2.4318835001313492e-09,0.01876172607879925,0.9090909090909091
arima,1,2.435716300527857e-09,0.018779342723004695,0.9090909090909091
arima,1,2.446964999548717e-09,0.018796992481203006,0.9090909090909091
arima,1,2.4662677004794187e-09,0.01881467544684854,0.9090909090909091
arima,1,2.468750799275443e-09,0.018832391713747645,0.9090909090909091
arima,1,2.487309999459064e-09,0.01885014137606032,0.9090909090909091
arima,1,2.494032600233731e-09,0.018867924528301886,0.9090909090909091
arima,1,2.4973231000507967e-09,0.018885741265344664,0.9090909090909091
arima,1,2.5208103998294873e-09,0.01890359168241966,0.9090909090909091
