timestamp,residual
2016-03-08,0.026827205924200827
2016-03-09,0.04191444652969949
2016-03-10,0.04609331686224323
2016-03-11,0.047563513964996675
2016-03-12,0.041955970562412404
2016-03-13,0.03323541575809941
2016-03-14,0.03370863325835671
2016-03-15,0.022349976404802872
2016-03-16,0.025165640650084243
2016-03-17,0.038631647813599554
2016-03-18,0.04698087341093924
2016-03-19,0.035455363208893684
2016-03-20,0.016072974549024364
2016-03-21,0.00437732096761465
2016-03-22,0.005987980164354667
2016-03-23,0.010163317271508276
2016-03-24,0.017576234642183407
2016-03-25,0.024945012270472945
2016-03-26,0.028019955835770816
2016-03-27,0.029421067752991803
2016-03-28,0.027475884230807424
2016-03-29,0.025084397857426666
2016-03-30,0.022071168199181555
2016-03-31,0.019436614733422175
2016-04-01,0.01545060308126267
2016-04-02,0.010529316548490897
2016-04-03,0.008056556587689556
2016-04-04,0.005588221322977915
2016-04-05,0.003468961693579331
2016-04-06,0.0016872583044460043
2016-04-07,0.0026182213361607863
2016-04-08,0.003656360213062726
2016-04-09,0.0024681496841367336
2016-04-10,0.002195115765789524
2016-04-11,0.0030789872107561678
2016-04-12,0.004140931251458824
2016-04-13,0.0037631134648108853
2016-04-14,0.003564583239494823
2016-04-15,0.005124816260649823
2016-04-16,0.007049567275680601
2016-04-17,0.009666974109131843
2016-04-18,0.011417145843734034
2016-04-19,0.009645932281273417
2016-04-20,0.009519611109863036
2016-04-21,0.006310900193057023
2016-04-22,0.010534641164122149
2016-04-23,0.027175036442349663
2016-04-24,0.03886324816267006
2016-04-25,0.03762036025873385
2016-04-26,0.03423330041987356
2016-04-27,0.03106566960050259
2016-04-28,0.04611149542615749
2016-04-29,0.030765898738172835
2016-04-30,0.0333610137575306
2016-05-01,0.03837794266582932
2016-05-02,0.016290294140344486
2016-05-03,0.025151072363951244
2016-05-04,0.02105056926375255
2016-05-05,0.028056590040796435
2016-05-06,0.02543450681550894
2016-05-07,0.018347297090804203
2016-05-08,0.013636049028718844
2016-05-09,0.014067807150422596
2016-05-10,0.008812080512871034
2016-05-11,0.011743816646048798
2016-05-12,0.014513376008835621
2016-05-13,0.015377643215470017
2016-05-14,0.015458687726641074
2016-05-15,0.01570503685506992
2016-05-16,0.015868108754511924
2016-05-17,0.01621633571921848
2016-05-18,0.010035427694674581
2016-05-19,0.00924179121502675
2016-05-20,0.012451428617350758
2016-05-21,0.01544632721634116
2016-05-22,0.025108050121343695
2016-05-23,0.02433911801490467
2016-05-24,0.03445255224360153
2016-05-25,0.03177699582010973
2016-05-26,0.03364210110739805
2016-05-27,0.022122519856202415
2016-05-28,0.026294022114598192
2016-05-29,0.018915680833742954
2016-05-30,0.021500145285972393
2016-05-31,0.016641353239538147
2016-06-01,0.026959839067421852
2016-06-02,0.02459716121375095
2016-06-03,0.040701595827704294
2016-06-04,0.025809421978192405
2016-06-05,0.026951858907705174
2016-06-06,0.027961158961988985
2016-06-07,0.029158937634201722
2016-06-08,0.028587138678994962
2016-06-09,0.029324158368399366
2016-06-10,0.021884172927821056
2016-06-11,0.020579473313409834
2016-06-12,0.019627224435680546
2016-06-13,0.02166238426871132
2016-06-14,0.022698833991307767
2016-06-15,0.021687813237076626
2016-06-16,0.024312118388479576
2016-06-17,0.018019325728528202
2016-06-18,0.010967927373712882
2016-06-19,0.019045905873645096
2016-06-20,0.021319449148722924
2016-06-21,0.014690577000146731
2016-06-22,0.018572083732578903
2016-06-23,0.021245123984408566
2016-06-24,0.027078083014930598
